,Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M
0,0.33688713,0.1571214,0.30068943,0.42442544,0.07192981,0.85714286,0.33333333,0.4,0.34670477,0.47261011,0.42288159,0.3574125,0.30371013,0.41800766,0.31823921,0.32201436,0.68579764,0.75587355,0.15122832,0.46833265,0.27540771,0.45943027,0.40001769,0.31597699,0.16754951,0.6943605,0.62697979,0.44108644,-1,-1,-1,-1
1,0.34851731,0.10690954,0.33145587,0.40691722,0.08732052,0.85714286,0.33333333,0.4,0.32148402,0.5135487,0.42726697,0.36211947,0.29144201,0.44787905,0.31696302,0.34633374,0.67793198,0.76409618,0.14897591,0.47852918,0.28301479,0.46928547,0.40922179,0.31030905,0.18052661,0.68264843,0.62260426,0.41275624,-1,-1,-1,-1
2,0.30510775,0.07662602,0.24092933,0.39098296,0.09343672,0.85714286,0.33333333,0.2,0.28999712,0.49194594,0.39611828,0.3338752,0.27574268,0.43953402,0.27604141,0.31714978,0.67518663,0.76943587,0.13286459,0.47548631,0.26548702,0.49181825,0.40005321,0.31121482,0.17704599,0.66469986,0.62073058,0.39216781,-1,-1,-1,-1
3,0.28316925,0.07725046,0.25875457,0.3331106,0.09925455,0.85714286,0.44444444,0.2,0.29774569,0.5126377,0.40832803,0.34760148,0.2855565,0.45262671,0.29237795,0.33834332,0.68261304,0.78201699,0.1225768,0.45630612,0.26279471,0.47598076,0.38438711,0.30776986,0.19512485,0.64480816,0.61099966,0.38747969,-1,-1,-1,-1
4,0.21928167,0.07400043,0.1833735,0.25973432,0.10934231,0.85714286,0.44444444,0.4,0.29367424,0.52981546,0.43169643,0.37509255,0.29162473,0.46571684,0.31313405,0.35714845,0.67200626,0.76558027,0.12823201,0.45781092,0.27542298,0.48183956,0.39620912,0.29774047,0.22803113,0.61569209,0.59579397,0.37956172,-1,-1,-1,-1
5,0.16570957,0.06697822,0.13174143,0.19446514,0.08793353,0.78571429,0.55555556,0.4,0.28650907,0.52106833,0.43307245,0.38299882,0.2879156,0.45446084,0.31937537,0.34729544,0.65822026,0.74824304,0.12620705,0.44307435,0.27409059,0.47850572,0.38916228,0.29465358,0.24048347,0.61033664,0.58452333,0.3852439,-1,-1,-1,-1
6,0.12876559,0.05009157,0.16443799,0.11991214,0.09447425,0.71428571,0.44444444,0.6,0.28420931,0.56841695,0.43758408,0.38438107,0.27700916,0.47528192,0.316618,0.38552199,0.66908345,0.76688479,0.12440261,0.44323045,0.27938489,0.4749399,0.39005542,0.29122165,0.27103062,0.60180081,0.57641964,0.38771239,-1,-1,-1,-1
7,0.13099118,0.03928834,0.15621455,0.146927,0.07912796,0.78571429,0.44444444,0.8,0.32423016,0.57929214,0.45550303,0.39960955,0.30023981,0.47848767,0.3318638,0.38584896,0.67453135,0.76430437,0.12099568,0.45450436,0.28225828,0.48215637,0.39656555,0.28695206,0.28437716,0.5945489,0.58281685,0.39709751,-1,-1,-1,-1
8,0.08841633,0.02561583,0.11013988,0.0956813,0.07899076,0.71428571,0.44444444,0.8,0.34015336,0.55960414,0.45647079,0.40228926,0.30757902,0.46254712,0.34063663,0.38151593,0.67394413,0.75745374,0.11936572,0.41980375,0.28209897,0.446362,0.37203909,0.29083998,0.29594208,0.58814369,0.5827302,0.41990159,-1,-1,-1,-1
9,0.07702159,0.02188526,0.06685413,0.10617136,0.08220862,0.71428571,0.33333333,0.8,0.38655776,0.58130078,0.49355186,0.4331935,0.3334793,0.48253192,0.38933815,0.41094997,0.6983585,0.76642114,0.13440706,0.42892441,0.29371161,0.43125923,0.38003687,0.29666802,0.29834996,0.57902778,0.60704903,0.45193276,-1,-1,-1,-1
10,0.0820016,0.02932623,0.09909624,0.08526479,0.1001582,0.64285714,0.33333333,0.6,0.40405556,0.59522703,0.51048139,0.4451749,0.344059,0.49858654,0.39868609,0.41289069,0.71611808,0.77633756,0.14988225,0.44462513,0.30629566,0.44052947,0.3953946,0.30590205,0.29566772,0.57085268,0.62732548,0.47745844,-1,-1,-1,-1
11,0.09271747,0.02605493,0.0872436,0.11544151,0.08829911,0.64285714,0.33333333,0.6,0.42171914,0.61156427,0.50914646,0.43616005,0.35040809,0.51202103,0.39427438,0.41949702,0.74421085,0.80664829,0.15800038,0.45665833,0.32305753,0.44816649,0.40427706,0.32188099,0.27203293,0.59490559,0.66163242,0.51978574,-1,-1,-1,-1
12,0.07621638,0.03164604,0.06860011,0.09631531,0.07415034,0.71428571,0.33333333,0.6,0.43575719,0.6621599,0.52841794,0.45110667,0.36429156,0.54557764,0.4029799,0.45623402,0.75551448,0.83512123,0.15818506,0.44188774,0.31887884,0.42545856,0.39283139,0.32044969,0.27835872,0.59956773,0.67927716,0.53847579,-1,-1,-1,-1
13,0.06071255,0.02546496,0.05648067,0.05898373,0.08361363,0.78571429,0.22222222,0.6,0.42342509,0.61377813,0.52137557,0.44443841,0.36110079,0.5191948,0.3919372,0.43040254,0.74879032,0.81701908,0.15345876,0.4240748,0.30104373,0.39495979,0.36927499,0.32567231,0.24659929,0.62815695,0.68433463,0.54406013,-1,-1,-1,-1
14,0.06169885,0.02567488,0.07550553,0.05408113,0.08220193,0.78571429,0.11111111,0.4,0.41044261,0.60804008,0.51687765,0.44346653,0.36291753,0.51631983,0.38487538,0.43886626,0.72606454,0.79761887,0.15660694,0.41353261,0.28286314,0.38176531,0.35955561,0.32513208,0.23838915,0.62732303,0.68753969,0.53893588,-1,-1,-1,-1
15,0.17030869,0.11563802,0.28324364,0.06065884,0.06725989,0.85714286,0.11111111,0.4,0.40092048,0.59312536,0.50961833,0.43925803,0.35978837,0.50673643,0.37522475,0.43692667,0.70684062,0.76475961,0.15349319,0.42807473,0.26457266,0.39678671,0.36352356,0.32273909,0.20735313,0.64939385,0.69645651,0.52937177,-1,-1,-1,-1
16,0.21805493,0.16029427,0.33073494,0.13087463,0.05591875,0.92857143,0.11111111,0.2,0.3620374,0.55985113,0.48987889,0.42968529,0.3417119,0.47818373,0.35505102,0.43599966,0.66422196,0.72657954,0.15432535,0.41968454,0.24386651,0.39582369,0.35383331,0.32221282,0.18896134,0.6717842,0.66333535,0.492083,-1,-1,-1,-1
17,0.2184693,0.1825747,0.36728378,0.10303848,0.06158745,1.0,0.0,0.0,0.32916812,0.5133639,0.46196268,0.40899155,0.32523051,0.44438689,0.32762214,0.42593394,0.61650371,0.67253862,0.15613616,0.40342158,0.22674849,0.39004265,0.34783688,0.30799493,0.18648972,0.68635303,0.63067848,0.45933129,-1,-1,-1,-1
18,0.30212598,0.23029651,0.48815135,0.16871584,0.06901038,1.0,0.0,0.0,0.3047501,0.4855853,0.4578425,0.40927771,0.31835556,0.41902632,0.31775565,0.42681114,0.59395784,0.64470428,0.15132262,0.38623047,0.21362811,0.36846722,0.33641782,0.29193215,0.19809529,0.67562587,0.59920497,0.42496156,-1,-1,-1,-1
19,0.31953947,0.27600491,0.50239781,0.2092216,0.04958906,1.0,0.0,0.0,0.29953208,0.45848502,0.44450017,0.39720505,0.31843992,0.41684,0.3100532,0.41087012,0.58545025,0.62039646,0.1527336,0.39964248,0.21401129,0.38353472,0.3447571,0.2953142,0.18442631,0.67680701,0.59670204,0.41867689,-1,-1,-1,-1
20,0.32966048,0.18847009,0.53394039,0.18710769,0.05318165,0.92857143,0.11111111,0.2,0.30991131,0.46875249,0.44458516,0.3986507,0.32735022,0.43406798,0.32210121,0.42590441,0.58022717,0.61789589,0.156928,0.40519316,0.22085936,0.39546463,0.35350944,0.29646421,0.19092112,0.66288124,0.5937323,0.41067464,-1,-1,-1,-1
21,0.23605608,0.13930937,0.34323287,0.2023251,0.05872145,0.85714286,0.11111111,0.4,0.30444199,0.4802865,0.43332788,0.38769579,0.32539927,0.44767952,0.31311317,0.43234587,0.59783372,0.63013689,0.17270919,0.41237948,0.23720167,0.40632728,0.36800894,0.30366345,0.20196446,0.66994787,0.58615243,0.40840196,-1,-1,-1,-1
22,0.18576005,0.10761397,0.2759843,0.15508087,0.04140067,0.85714286,0.22222222,0.6,0.30179434,0.46691203,0.42682887,0.38318679,0.32329164,0.44654727,0.31543223,0.42621731,0.60769418,0.6424874,0.1837932,0.42296907,0.24916669,0.42639043,0.38507779,0.30324598,0.21473732,0.65465492,0.58359024,0.40684669,-1,-1,-1,-1
23,0.20980445,0.07692102,0.32007714,0.15466503,0.03193161,0.78571429,0.33333333,0.6,0.31066968,0.47537612,0.42351105,0.38005405,0.32909248,0.45104299,0.31627163,0.4249131,0.61783034,0.64741798,0.17965886,0.43585539,0.2542031,0.44624952,0.39995513,0.29288931,0.21787715,0.63496184,0.60179116,0.39671323,-1,-1,-1,-1
24,0.1858697,0.04299538,0.29880494,0.10102462,0.03096467,0.78571429,0.44444444,0.6,0.31619848,0.48943338,0.41998441,0.37837303,0.33472303,0.45916893,0.32243148,0.42610324,0.63712165,0.66626326,0.17125261,0.44766468,0.24628149,0.45581575,0.40097449,0.29187928,0.2069419,0.62276123,0.61730755,0.38129482,-1,-1,-1,-1
25,0.16221537,0.08154721,0.24997232,0.08502966,0.04233221,0.71428571,0.55555556,0.4,0.30871039,0.47801249,0.40951265,0.37235404,0.32724829,0.45552267,0.32211406,0.405831,0.63513034,0.6611736,0.16672524,0.45241372,0.2248359,0.46888638,0.3977002,0.29183918,0.1908463,0.6209515,0.61960108,0.35272802,-1,-1,-1,-1
26,0.1648954,0.09564855,0.23998884,0.11507844,0.03962328,0.64285714,0.44444444,0.4,0.30083278,0.47266618,0.41037432,0.37750454,0.32463705,0.44503172,0.32742262,0.40105351,0.63112821,0.64971758,0.16893834,0.46614796,0.21864573,0.47971035,0.40468609,0.29117562,0.18240013,0.61753111,0.61738501,0.32601801,-1,-1,-1,-1
27,0.20957415,0.12710531,0.29401027,0.16266333,0.04772124,0.71428571,0.55555556,0.4,0.29124257,0.4554955,0.41467304,0.38399029,0.32208287,0.43332718,0.32594884,0.3948103,0.61979088,0.64108761,0.17129532,0.45983943,0.2144769,0.47318533,0.40159484,0.28814338,0.16758928,0.62736322,0.62520887,0.30765896,-1,-1,-1,-1
28,0.21036447,0.14678589,0.28571278,0.16590612,0.04842857,0.78571429,0.44444444,0.6,0.31078301,0.42336427,0.42922503,0.39634975,0.328954,0.41341651,0.3474067,0.39073335,0.60185117,0.62087504,0.17393042,0.45546943,0.21620699,0.46712372,0.40269577,0.28142085,0.13399832,0.64267379,0.62487772,0.30914129,-1,-1,-1,-1
29,0.17904204,0.13142847,0.21698693,0.17540565,0.0612213,0.78571429,0.33333333,0.6,0.34968725,0.45041263,0.47137945,0.4331614,0.36995793,0.43597792,0.37493845,0.40285526,0.60281552,0.62276655,0.16445015,0.44220909,0.19102681,0.45416164,0.38368213,0.27838466,0.12091889,0.66791974,0.62324931,0.32369076,-1,-1,-1,-1
30,0.13423586,0.08502531,0.10461152,0.19871486,0.06877524,0.78571429,0.33333333,0.8,0.36762881,0.45726759,0.5143113,0.47216334,0.38551463,0.45270836,0.41037184,0.41800515,0.5953244,0.62149077,0.144674,0.42094859,0.16589676,0.40744728,0.35250991,0.26125961,0.13900802,0.69136845,0.60645446,0.34462912,-1,-1,-1,-1
31,0.13539278,0.0765279,0.10428217,0.19966137,0.07164383,0.78571429,0.33333333,0.6,0.37971181,0.46042143,0.52697829,0.48488046,0.39391758,0.46763666,0.41730457,0.42115067,0.56850612,0.59512125,0.14695418,0.40679192,0.17333723,0.37377393,0.34718997,0.24248924,0.15833916,0.70726823,0.5876873,0.36769899,-1,-1,-1,-1
32,0.11882288,0.03919212,0.0751414,0.18906304,0.0732713,0.78571429,0.44444444,0.4,0.38376016,0.44268065,0.5237138,0.48229551,0.39329835,0.46168064,0.41478446,0.41830849,0.5430782,0.5816683,0.159079,0.38765016,0.1933551,0.33293113,0.34736455,0.21626512,0.17107287,0.72464606,0.5707268,0.37920944,-1,-1,-1,-1
33,0.09072991,0.01828353,0.07786106,0.12600731,0.0617567,0.85714286,0.44444444,0.2,0.36125782,0.40600175,0.49664454,0.45662089,0.36668661,0.43820014,0.38631059,0.39558267,0.50501315,0.55277471,0.15875597,0.36787395,0.1937408,0.29644678,0.3383688,0.18237517,0.17837614,0.75520254,0.5486922,0.39514168,-1,1,-1,-1
34,0.09084705,0.04131085,0.09483325,0.11411307,0.08442492,0.78571429,0.55555556,0.2,0.35287644,0.39054529,0.47211841,0.43738654,0.35569858,0.42203682,0.37248077,0.37670606,0.47845919,0.53000528,0.17943315,0.40542835,0.21739034,0.32805725,0.3828342,0.14546475,0.17688963,0.77047838,0.52569621,0.39987,-1,1,-1,-1
35,0.09984613,0.04674827,0.12790671,0.09147642,0.06539955,0.78571429,0.66666667,0.0,0.32622677,0.35201747,0.42990832,0.40179197,0.33530474,0.39566907,0.33022036,0.35845345,0.44773298,0.49458011,0.18003555,0.44619457,0.21731232,0.36138239,0.41234825,0.11109194,0.19674251,0.77200799,0.50432674,0.38835913,-1,1,-1,-1
36,0.11264333,0.04737081,0.13153431,0.11224985,0.05356026,0.78571429,0.55555556,0.2,0.31087962,0.32576155,0.386416,0.36489544,0.3120818,0.3760066,0.30149416,0.33853919,0.41284285,0.45938599,0.20646594,0.48706885,0.25017736,0.38916299,0.45842729,0.09341859,0.1959276,0.77237975,0.48497362,0.36638897,-1,1,-1,-1
37,0.12784891,0.04834464,0.18536936,0.08588322,0.05704665,0.85714286,0.44444444,0.2,0.29445044,0.2931075,0.32532189,0.30846018,0.28999703,0.34398613,0.25052831,0.30132185,0.39241884,0.4299933,0.25326799,0.51245124,0.29918663,0.42815946,0.51278178,0.08759584,0.18534649,0.77787476,0.47184939,0.35050287,-1,1,-1,-1
38,0.18286934,0.05451946,0.29042735,0.08878699,0.05678368,0.85714286,0.33333333,0.2,0.26926926,0.26152703,0.29694667,0.28042373,0.26728648,0.315956,0.22490432,0.28461884,0.39250504,0.44180139,0.27410747,0.5402938,0.32232045,0.46215058,0.54670887,0.08741881,0.18109196,0.78931344,0.4542305,0.3331646,-1,1,-1,-1
39,0.16051842,0.07549073,0.25574992,0.07630111,0.05584594,0.92857143,0.22222222,0.2,0.24976683,0.2297446,0.27477092,0.26003479,0.24996988,0.2933501,0.20567609,0.26420041,0.38382782,0.4359107,0.28640012,0.57491871,0.32948259,0.50514144,0.57484249,0.09708891,0.18399155,0.78798961,0.43205354,0.3214699,-1,1,-1,-1
40,0.1726847,0.0766894,0.29316105,0.06247011,0.03277803,0.92857143,0.11111111,0.2,0.23062992,0.20356389,0.26399377,0.25338484,0.24087856,0.27470126,0.18925597,0.25360103,0.36185047,0.41594456,0.30850297,0.60670513,0.34497957,0.56102489,0.61501657,0.09610848,0.17734717,0.78356724,0.41379189,0.29771845,-1,1,-1,-1
41,0.19142444,0.08474958,0.30963061,0.09713934,0.05846415,0.92857143,0.11111111,0.2,0.20660235,0.20356389,0.25593192,0.24682039,0.22160079,0.26067096,0.17436865,0.23967281,0.34157196,0.3793536,0.33228428,0.62145788,0.36542961,0.59269201,0.6443049,0.10518531,0.19268379,0.78267271,0.39309043,0.2981092,-1,1,-1,-1
42,0.17160414,0.11133857,0.32915778,0.04110259,0.06788743,0.92857143,0.22222222,0.2,0.19143701,0.20356389,0.27114205,0.26458575,0.21657563,0.25789903,0.17954009,0.23309963,0.33026494,0.36257504,0.35791424,0.62932503,0.39560427,0.60492809,0.66908111,0.11598216,0.19957497,0.76660829,0.38645234,0.27322152,-1,1,-1,-1
43,0.15603229,0.07675354,0.28610532,0.0651281,0.05981591,0.85714286,0.33333333,0.2,0.16260866,0.20356389,0.27948766,0.27610914,0.19955963,0.25496923,0.17704327,0.2410049,0.31317826,0.33976197,0.36027511,0.61272615,0.39565854,0.59589361,0.66280573,0.11742514,0.21242406,0.76472023,0.37659563,0.27127734,-1,1,-1,-1
44,0.12349361,0.05167369,0.22582344,0.06787276,0.06372079,0.78571429,0.33333333,0.4,0.13152334,0.20356389,0.25469156,0.25685181,0.17443234,0.22897837,0.152099,0.22891031,0.29048936,0.312575,0.36078356,0.64521689,0.40799454,0.6278574,0.68844255,0.11040532,0.20803036,0.7608873,0.37786276,0.27521368,-1,1,-1,-1
45,0.15772176,0.06117922,0.22051113,0.13453819,0.06586742,0.78571429,0.44444444,0.6,0.16196294,0.20184071,0.28957306,0.29407412,0.20145078,0.2581572,0.18907827,0.26023256,0.2814122,0.28954696,0.38455265,0.68350456,0.43268638,0.68075046,0.73349325,0.10902639,0.18349157,0.75889876,0.41066843,0.28881939,-1,1,-1,-1
46,0.14812687,0.07873643,0.1970168,0.14453968,0.08054464,0.71428571,0.55555556,0.4,0.18626167,0.22288854,0.29355721,0.29814098,0.221768,0.2687319,0.19437907,0.27829882,0.28622202,0.27494972,0.40221088,0.70647651,0.45185744,0.7199035,0.76536964,0.11117218,0.15516024,0.76513024,0.44641107,0.3077857,-1,1,-1,-1
47,0.15794678,0.08145367,0.22391693,0.13246691,0.06633697,0.64285714,0.44444444,0.6,0.20973628,0.25037875,0.30381603,0.30731696,0.23532507,0.29043647,0.2176924,0.287871,0.30924445,0.29144438,0.39954494,0.70224419,0.45433854,0.7141224,0.75850555,0.13310425,0.14999031,0.776752,0.45272987,0.31662664,-1,1,-1,-1
48,0.15717366,0.12099122,0.20216379,0.15459941,0.06852898,0.64285714,0.33333333,0.6,0.23538668,0.26523065,0.30822494,0.31194377,0.25605751,0.30497183,0.22863915,0.30488837,0.32202063,0.30727386,0.37731319,0.69368426,0.43487849,0.70335861,0.7372701,0.14024668,0.13146262,0.78005428,0.46521652,0.30625029,-1,1,-1,-1
49,0.21465065,0.15748824,0.27973476,0.20555066,0.08698685,0.64285714,0.33333333,0.6,0.26640988,0.2954164,0.31538742,0.31804685,0.27674716,0.32525473,0.24590931,0.32225321,0.32698991,0.32506974,0.37983521,0.6853546,0.43400305,0.70576688,0.73613554,0.14401017,0.10904292,0.798333,0.4830617,0.32661723,-1,1,-1,-1
50,0.31610861,0.19921368,0.42960652,0.27544056,0.09716658,0.71428571,0.33333333,0.6,0.28409732,0.27276192,0.29498136,0.295958,0.28711424,0.30725943,0.2324599,0.31073048,0.34221936,0.33916589,0.39253311,0.70188348,0.44979988,0.7291205,0.75970649,0.1392737,0.10904292,0.80577603,0.49550122,0.33400373,-1,1,-1,-1
51,0.29483106,0.26428256,0.41593258,0.24711557,0.09521592,0.78571429,0.22222222,0.6,0.30749477,0.30303712,0.33597878,0.33356218,0.31482489,0.3266048,0.26748921,0.32903846,0.35806433,0.36217912,0.39728438,0.67182641,0.44317916,0.71701767,0.74390968,0.15310393,0.10904292,0.81309822,0.49337495,0.34000142,-1,1,-1,-1
52,0.34568117,0.26767022,0.483207,0.29271011,0.10561024,0.71428571,0.22222222,0.6,0.28658266,0.26965798,0.34316845,0.34242157,0.30424893,0.29782199,0.2666385,0.31740057,0.33858668,0.33588143,0.36861188,0.64438913,0.42871454,0.66780409,0.70536087,0.15467899,0.09715243,0.80240837,0.46939788,0.31281682,-1,1,-1,-1
53,0.3046801,0.28161338,0.41840746,0.27161106,0.09794746,0.78571429,0.33333333,0.6,0.25336357,0.26056736,0.35191328,0.35480323,0.27790901,0.27982321,0.27047753,0.30374564,0.31188106,0.31022825,0.33838951,0.63182102,0.41115746,0.64045238,0.67583811,0.15514161,0.10692066,0.79795225,0.43976582,0.28580176,-1,1,-1,-1
54,0.31483545,0.23429507,0.41654659,0.28995369,0.0919271,0.78571429,0.44444444,0.4,0.27084358,0.27757073,0.38419513,0.38597733,0.29860346,0.28066533,0.29437632,0.31170588,0.31653293,0.30433899,0.32856221,0.64290107,0.41994578,0.64246286,0.6769495,0.16163348,0.12204305,0.74952704,0.44735482,0.25045644,-1,1,-1,-1
55,0.26459948,0.17512741,0.3405547,0.25111185,0.06816376,0.78571429,0.33333333,0.4,0.27104301,0.27814969,0.40466267,0.40696852,0.30566854,0.28056925,0.30605902,0.31089284,0.3053859,0.29154369,0.31136224,0.62957041,0.39666733,0.62343738,0.650241,0.16963423,0.1360281,0.72379359,0.45156448,0.24150483,-1,1,-1,-1
56,0.14383473,0.08406521,0.15813158,0.17370784,0.0477404,0.78571429,0.44444444,0.6,0.28635833,0.29492653,0.43805994,0.44101856,0.32607352,0.29443382,0.33420699,0.32066117,0.3061377,0.28930495,0.27955207,0.61183252,0.36196965,0.5962367,0.61440621,0.16002575,0.16186336,0.69963114,0.44917654,0.23132848,-1,1,-1,-1
57,0.1972034,0.11539453,0.19360302,0.24449668,0.04519104,0.71428571,0.55555556,0.4,0.29623592,0.33858807,0.48394161,0.48849341,0.34673557,0.33606113,0.37064706,0.34917146,0.30226087,0.28437649,0.2579457,0.60281452,0.34781113,0.56577017,0.58806437,0.16289269,0.18226903,0.67188671,0.45440556,0.220195,-1,1,-1,-1
58,0.12589433,0.14302885,0.09050675,0.18053134,0.03297538,0.71428571,0.55555556,0.4,0.29225642,0.35208644,0.48070324,0.48766895,0.33389201,0.36086182,0.37358066,0.34409155,0.28793161,0.26271012,0.22248459,0.60540123,0.32135337,0.54529702,0.56268177,0.15349151,0.16400535,0.64723045,0.47960081,0.20168176,-1,1,-1,-1
59,0.20886765,0.22654252,0.19895235,0.26244808,0.0404547,0.71428571,0.55555556,0.4,0.31971755,0.3842406,0.48019589,0.48154444,0.35775379,0.39656808,0.3689659,0.36043966,0.31686631,0.29629538,0.21190968,0.58731002,0.29310051,0.53114302,0.53778351,0.15781417,0.16133548,0.63490102,0.51237621,0.22207125,-1,1,-1,-1
60,0.20835504,0.29568587,0.20779715,0.2603481,0.03649315,0.64285714,0.44444444,0.4,0.36174669,0.44039961,0.51448123,0.51162098,0.40190937,0.45686323,0.39660312,0.40553512,0.34083477,0.32637617,0.21743188,0.57819864,0.28838117,0.50540019,0.52548626,0.16190597,0.16094647,0.62692381,0.53935475,0.23165612,-1,1,-1,-1
61,0.22225189,0.30181924,0.24647716,0.2596266,0.03567284,0.64285714,0.44444444,0.2,0.38732766,0.48484613,0.53977575,0.53763618,0.43049032,0.50967974,0.41696191,0.45064213,0.34180184,0.34219022,0.23562956,0.57491292,0.29716476,0.50044576,0.53796156,0.1399474,0.1452479,0.64544056,0.56571937,0.26735761,-1,1,-1,-1
62,0.23659315,0.23989861,0.27651949,0.24658517,0.05543,0.71428571,0.44444444,0.4,0.39670085,0.50953964,0.55270464,0.5481663,0.43991763,0.53679869,0.42751541,0.4804772,0.35817889,0.3689264,0.25530796,0.57661396,0.32280841,0.49695273,0.55648342,0.12454214,0.13981278,0.65034946,0.57115583,0.27645064,-1,1,-1,-1
63,0.21080564,0.18782188,0.22797759,0.21804283,0.06839331,0.71428571,0.33333333,0.6,0.40616059,0.53543542,0.5786834,0.57123831,0.45057506,0.56664962,0.44920732,0.51154969,0.36914224,0.38967197,0.2676424,0.59199817,0.34035494,0.50717412,0.57335062,0.12918366,0.11776381,0.65782891,0.58574359,0.29024094,-1,1,-1,-1
64,0.22899035,0.13613869,0.2373579,0.2513467,0.06316637,0.78571429,0.22222222,0.6,0.37469456,0.50772381,0.53053008,0.52494983,0.41963611,0.52835921,0.40063376,0.4687606,0.33679482,0.3544567,0.26430674,0.58494351,0.3265274,0.51792233,0.57101194,0.1143574,0.12495229,0.66162507,0.56985155,0.2911334,-1,1,-1,-1
65,0.27423478,0.18286434,0.34461058,0.17755949,0.06122543,0.78571429,0.11111111,0.4,0.37849926,0.53073814,0.5358406,0.52918243,0.43257943,0.54183135,0.39637807,0.4969735,0.3404721,0.35080188,0.27780354,0.59033632,0.33188831,0.5365559,0.5855456,0.10291306,0.15285599,0.6520042,0.54976435,0.29261454,-1,1,-1,-1
66,0.28688005,0.27216743,0.3321136,0.19443999,0.0814239,0.78571429,0.22222222,0.6,0.36337237,0.51718378,0.52149852,0.51774428,0.41377109,0.52383428,0.39156974,0.47961381,0.33575291,0.34140442,0.29215285,0.60326937,0.34472469,0.56542566,0.61162864,0.07869159,0.16843042,0.66783521,0.5167825,0.28052821,-1,1,-1,-1
67,0.32967708,0.30721502,0.40525276,0.20338671,0.10821484,0.85714286,0.33333333,0.4,0.35042274,0.49964336,0.50155882,0.49896023,0.39350027,0.50564678,0.37815619,0.45590303,0.33744933,0.34564976,0.29824332,0.59736842,0.34103665,0.58989199,0.62331815,0.05449431,0.19149829,0.67007354,0.50063226,0.28525496,-1,1,-1,-1
68,0.39187718,0.29039564,0.51326465,0.20359394,0.087577,0.92857143,0.22222222,0.4,0.31540248,0.471219,0.4739532,0.47123697,0.35560916,0.47377317,0.34915165,0.41815628,0.33127877,0.33170256,0.28181111,0.60155185,0.31872735,0.59585014,0.61265714,0.04786451,0.20900718,0.66966958,0.48483389,0.28142248,-1,1,-1,-1
69,0.35823173,0.31129684,0.5323243,0.1490494,0.08132969,0.92857143,0.22222222,0.4,0.32518509,0.49078264,0.48046958,0.47725783,0.35338811,0.48121619,0.36409654,0.41595832,0.33479762,0.32021188,0.27512217,0.57820362,0.31783098,0.56116941,0.59262568,0.04203319,0.21606028,0.67263265,0.48730488,0.28001862,-1,1,-1,-1
70,0.36519207,0.1956679,0.56149698,0.14415911,0.08356084,0.92857143,0.22222222,0.4,0.30291097,0.48561837,0.4476841,0.44496248,0.32107665,0.46539522,0.34006558,0.39554862,0.33119597,0.29510962,0.27765825,0.57245117,0.32104005,0.56067911,0.59458942,0.02796656,0.23240155,0.67260175,0.47668976,0.27538423,-1,1,-1,-1
71,0.26364252,0.10904169,0.31290971,0.20145377,0.075222,0.92857143,0.22222222,0.2,0.30722076,0.45377585,0.4551222,0.45239841,0.31529527,0.45154505,0.35669793,0.3872283,0.34407849,0.32090127,0.27522646,0.55751537,0.31678355,0.54245075,0.58170605,0.03052759,0.21373554,0.68364919,0.49096926,0.28417541,-1,1,-1,-1
72,0.33202244,0.12756762,0.44542376,0.25289632,0.05629658,0.92857143,0.11111111,0.2,0.33668821,0.46257302,0.46589725,0.46456129,0.33582223,0.45693444,0.37540366,0.38587949,0.34705412,0.33886524,0.28896313,0.58072433,0.33378715,0.56730314,0.60682224,0.03406391,0.1977507,0.70448104,0.51152285,0.30272543,-1,1,-1,-1
73,0.28908887,0.17937787,0.37319925,0.23936688,0.04364745,1.0,0.0,0.0,0.33414227,0.48961059,0.46359964,0.46519728,0.33050085,0.48092901,0.37336761,0.40094065,0.34148521,0.3434961,0.27648662,0.58672761,0.32370321,0.56696879,0.59892397,0.04663814,0.17633141,0.71079803,0.5360817,0.31093886,-1,1,-1,-1
74,0.24105202,0.12631277,0.23884379,0.29868962,0.04629501,1.0,0.0,0.0,0.31896556,0.46515037,0.44202026,0.44828091,0.32183679,0.46163087,0.35069746,0.40852193,0.3112129,0.3159783,0.25952039,0.59862618,0.29738108,0.57961266,0.58931138,0.05556918,0.16491852,0.71351281,0.53618082,0.32310185,-1,1,-1,-1
75,0.26075861,0.12760729,0.29380028,0.26733919,0.07486494,0.92857143,0.11111111,0.2,0.34106015,0.48207845,0.45566743,0.46315512,0.34559732,0.47245319,0.36444585,0.4294729,0.30661595,0.30820841,0.25439074,0.59870906,0.28411052,0.58437075,0.58355804,0.06067286,0.13899851,0.71931353,0.55214531,0.32465773,-1,1,-1,-1
76,0.25802192,0.13573263,0.28806703,0.26334455,0.08531614,0.85714286,0.11111111,0.4,0.32179457,0.42841318,0.41525172,0.4250542,0.33438667,0.43399712,0.31825294,0.37524824,0.30236166,0.3164002,0.2307605,0.62479983,0.24245154,0.62674848,0.58080835,0.06587227,0.14550846,0.718872,0.52993312,0.31959898,-1,1,-1,-1
